title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Finance Law 2025 - Carbon tax,"<div>The 2025 finance law provides for the introduction of a carbon tax in Morocco, set to be implemented in 2026. </div>",Announced,2026,National,International Energy Agency,2024-12-26,,https://leseco.ma/business/taxe-carbone-le-maroc-veut-verdir-son-economie-sans-sacrifier-sa-competitivite.html,,1750778203241,"[{""iso3"":""MAR"",""name"":""Morocco""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Buildings"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""}]"
Electric Vehicle Infrastructure Investment Plan 2024-2026,<div>Kenya Power has announced USD 1.93 million over the next three years to drive the adoption of electric vehicles in Kenya.</div>,Announced,2024,National,International Energy Agency,2024-04-23,,https://southernafricantimes.com/kenya-power-invests-1-93-million-in-electric-vehicle-infrastructure/,,1750778203433,"[{""iso3"":""KEN"",""name"":""Kenya""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in charging infrastructure"",""category"":null}]"
Kenya Power Investment Plan - transmission lines,<div>Kenya Power announced a KES 889 million investment in transmission lines in Western Kenya.  </div>,Announced,2025,National,International Energy Agency,2025-01-31,,https://www.businessdailyafrica.com/bd/corporate/industry/kenya-power-invests-sh889m-in-western-kenya-lines-4921434,,1750778204109,"[{""iso3"":""KEN"",""name"":""Kenya""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Tax reform for electric vehicles,"<div>Imported and domestically manufactured electric public transport vehicles, automobiles and cargo vehicles will be subject to lower customs tariffs and will be exempted from value added tax, excise tax and surtax. Disassembled electric automobiles that are imported and assembled in the Ethiopia will be completely exempted from customs duty, excise tax, value added tax and surtax. As for partially disassembled and assembled imported electric automobiles, only 5% customs duty will be imposed on them and will be exempted from excise tax, value added tax and surtax. When fully assembled electric automobiles are imported into the country, only 15% customs duty will be imposed on them, but they will be completely exempted from excise tax, value added tax and surtax.<br><br>In 2024, the customs duty on imported electric domestic vehicles increased to 20% from 15%.</div>",Announced,2015,National,International Energy Agency,2015-09-06,,https://www.mofed.gov.et/blog/%E1%8B%A8%E1%8A%A4%E1%88%8C%E1%8A%AD%E1%89%B5%E1%88%AA%E1%8A%AD-%E1%89%B0%E1%88%BD%E1%8A%A8%E1%88%AD%E1%8A%AB%E1%88%AA-%E1%8A%A2%E1%8A%95%E1%89%A8%E1%88%B5%E1%89%B5%E1%88%98%E1%8A%95%E1%89%B5%E1%8A%95%E1%8A%93-%E1%8A%A0%E1%88%B5%E1%88%98%E1%8C%AA%E1%8B%8E%E1%89%BD%E1%8A%95-%E1%8B%A8%E1%88%9A%E1%8B%AB%E1%89%A0%E1%88%A8%E1%89%B3%E1%89%B3-%E1%8A%A5%E1%8A%95%E1%8B%B2%E1%88%81%E1%88%9D-%E1%88%85%E1%89%A5%E1%88%A8%E1%89%B0%E1%88%B0%E1%89%A1%E1%8A%95-%E1%89%B0%E1%8C%A0%E1%89%83%E1%88%9A-%E1%8B%A8%E1%88%9A%E1%8B%AB%E1%8B%B0%E1%88%AD%E1%8C%8D-%E1%8B%A8%E1%89%B3%E1%8A%AD%E1%88%B5-%E1%88%9B%E1%88%BB%E1%88%BB%E1%8B%AB-%E1%89%B0%E1%8C%8D%E1%89%A3%E1%88%AB%E1%8B%8A-%E1%89%B0%E1%8B%B0%E1%88%A8%E1%8C%88/?edit,,1750778208027,"[{""iso3"":""ETH"",""name"":""Ethiopia""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
City in Nature,"<div>As part of the <a href=""https://www.greenplan.gov.sg/"">Singapore Green Plan 2030</a>, it aims to grow nature park networks and connect green spaces. Over 50 kilometres of park connectors are set to be completed in Singapore from 2025 to 2030.</div>",Announced,2021,National,International Energy Agency,2021-02-10,2030,https://www.nparks.gov.sg/who-we-are/city-in-nature-key-strategies,,1750778208765,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in active mobility"",""category"":null}]"
Roadmap on plastic waste management (2018-2030),"<div>Thailand’s roadmap on plastic waste has two targets:</div><ol><li>To reduce and replace single-use plastic by using environmentally friendly products.</li><li>To have a 100% circular economy by 2027.</li></ol><div>The roadmap is built upon three phases:</div><ul><li>The first phase in 2019 is to stop using cap seal, Oxo-degradable plastics and micro beads.</li><li>The second phase in 2022 is to stop using foam food containers, plastic straws, plastic bags thicker than 36 micron and plastic cup thicker less than 100 micron.</li><li>The third phase in 2027 is to have a 100% circular economy.</li></ul><div>The Board of Investment (BOI) grants favorable investment incentives for companies that use secondary raw materials, operate waste recycling business or improve production process to be environmentally friendly. </div>",Announced,2018,National,International Energy Agency,2018-07-21,2030,https://www.pcd.go.th/wp-content/uploads/2021/10/pcdnew-2021-10-19_08-59-54_995414.pdf,,1750778210653,"[{""iso3"":""THA"",""name"":""Thailand""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Incentives and investments"",""name"":""Government spending for energy efficiency and recycling"",""category"":null}]"
National Energy Plan ,"<div>The National Energy Policy Council (NEPC) announced intent to finalize the new National Energy Plan (known as NEP 2024), which contains the updated Alternative Energy Development Plan (AEDP).  The government included a consumption target of hydrogen fuel for on-road transportation at 4 kiloton of oil equivalent (ktoe) by 2037 in the new AEDP 2024.  The plan is to commercialize hydrogen fuel by 2035 if it is commercially feasible. <br><br> The new AEDP 2024 removed the production target for pyrolysis oil (also known as bio-oil or biocrude) which was set at 194 million liters per annum by 2037 in the AEDP 2018 due to lower commercialization potential.  Presently, automotive manufacturers are developing hydrogen fuel cell vehicle (FCV) trucks to promote biomassbased hydrogen as an alternative energy source for long-haul transportation of up to 1,000 kilometers, compared to around 300 kilometers from batteries alone. </div>",Announced,2024,National,International Energy Agency,2024-07-11,,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Biofuels%20Annual_Bangkok_Thailand_TH2024-0032,,1750781381896,"[{""iso3"":""THA"",""name"":""Thailand""}]",[],[],[],"[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Advanced biofuels""},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Biogas""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
G20 summit - coal phase out announcement,"<div>President Prabowo Subianto announced a plan to phase out coal-fired and all fossil-fueled power plants within the next 15 years, in 2040.</div>",Announced,2024,National,International Energy Agency,2024-11-19,2040,https://setkab.go.id/en/g20-summit-president-prabowo-subianto-highlights-indonesias-green-energy-vision-global-climate-role/,,1750778213496,"[{""iso3"":""IDN"",""name"":""Indonesia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Regulations"",""name"":""Plan to phase-out unabated coal"",""category"":null}]"
Eco-loans for farms small businesses,"<div>Farmers, freight companies, and other small and medium enterprises (SMEs) have access to more affordable financing for sustainable energy solutions.</div><div>The Australian Government has committed $50 million to offer discounted loans through the Clean Energy Finance Corporation. These loans will support the purchase of energy-efficient machinery and equipment for farms and buildings, including:</div><ul><li>Tractors</li><li>Harvesters</li><li>Earthmovers</li><li>Cranes</li></ul><div>Non-bank lender Metro is providing the funding, allowing eligible customers financing a $60,000 electric vehicle to save approximately $1,700 in interest over five years.</div><div>This initiative shall help reduce energy costs and financing expenses for businesses in the SME and agricultural sectors.</div>",Announced,2024,National,International Energy Agency,2024-07-05,,https://www.energy.gov.au/news-media/news/farms-businesses-and-environment-benefit-affordable-eco-loans,,1750778214858,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Other""}]"
Towards expanding the use of bioethanol as automobile fuel,<div>The Japanese government announced its intention to blend 10 % bioethanol (E10) into domestic gasoline by 2030 and 20% (E20) by 2040.</div>,Announced,2024,National,International Energy Agency,2024-11-11,,https://www.meti.go.jp/shingikai/enecho/shigen_nenryo/nenryo_seisaku/pdf/017_06_00.pdf,,1750778215956,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Regulations"",""name"":""Biofuel blending mandate"",""category"":null}]"
Green deal action plan,"<div>In line with the European Green Deal, it emphasises the importance of adapting to international trade and economic policy changes to maintain competitiveness and integration with the EU market. The plan includes measures to support green investments, enhance environmental standards, and foster sustainable growth.</div>",Announced,2021,National,International Energy Agency,2021-07-16,,https://www.trade.gov.tr/exports/green-action-plan,,1750778217271,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Framework legislation"",""name"":""Strategic plans"",""category"":null}]"
Ministerial Decree of 16 March 2023 n. 107: Obligation to use biofuels in transportation,<div>The Ministerial Decree updated the provision concerning mandatory quota for the supply of biofuels and advanced biofuels. The Decree provided for significant changes to the structure of the mechanism and introduced new sub-targets for the blending of gasoline and for the consumption of biofuels not blended with other fossil fuels.</div>,Announced,2023,National,International Energy Agency,2023-04-24,,https://www.gazzettaufficiale.it/eli/gu/2023/04/24/96/sg/pdf,,1750778218951,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Regulations"",""name"":""Biofuel blending mandate"",""category"":null}]"
Act on Energy Efficiency,"<div>Distributors of gaseous and liquid fuels for transport must place biogoriva (biomass) or other renewable energy sources for transport on the market. The specific percentage of this mandate is determined annually in the action plan for renewable resources. Only biogoriva that meet sustainability criteria are considered, and certain biogoriva derived from waste, residues, and non-food cellulose count as double towards fulfilling the obligation</div>",Announced,2014,National,International Energy Agency,2014-03-07,,https://www.uradni-list.si/glasilo-uradni-list-rs/vsebina/2019-01-2673?sop=2019-01-2673,,1750778219349,"[{""iso3"":""SVN"",""name"":""Slovenia""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Regulations"",""name"":""Biofuel blending mandate"",""category"":null}]"
Electromobility Guarantee Programme,"<div>The National Development Bank (NRB) backed over 1,770 loans through the Electromobility Guarantee Programme. The NRB also gave out CZK 65 million (about €2.6 million) in financial support to help cover the cost of buying zero-emission vehicles and charging stations. </div>",Announced,2024,National,International Energy Agency,2024-03-18,,https://www.nrb.cz/en/entrepreneurs-and-companies-received-czk-65m-eur-2-6m-from-the-nrb-to-support-electromobility/,,1750778222561,"[{""iso3"":""CZE"",""name"":""Czech Republic""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
Railway electrification project,"<div>Through the use of the EU Recovery and Resilience Fund, Lithuania plans to allocate EUR 52.2 million to railway electrification by 2026.</div>",Announced,2025,National,International Energy Agency,2025-03-12,,https://kauno.diena.lt/naujienos/verslas/ekonomika/gelezinkelio-elektrifikavimui-milijonai-1215853,,1750778228686,"[{""iso3"":""LTU"",""name"":""Lithuania""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in rail infrastructure"",""category"":null}]"
Future plan for transport,<div>The Prime Minister announced a plan earmarking EUR 100 billion investment in rail by 2040.</div>,Announced,2023,National,International Energy Agency,2023-02-25,,https://www.info.gouv.fr/communique/presentation-par-la-premiere-ministre-dun-plan-davenir-pour-les-transports-sur-la-base-du-rapport-du-conseil-dorientation-des-infrastructures,,1750778235399,"[{""iso3"":""FRA"",""name"":""France""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in rail infrastructure"",""category"":null}]"
Action Plan for Promoting the Replacement of Consumer Goods,"<div>The government has introduced various financial incentives to support the renewal of consumer goods, including subsidies, reduced down payments, interest reductions, and waiver of penalties. Central and local governments have allocated substantial funds, with the central government providing 64.4 billion yuan for automobile renewal subsidies and local governments contributing around 90 billion yuan for automobile renewal and 40 billion yuan for home appliance renewal. Additionally, financial institutions offer consumer loans, interest rate discounts, and credit card promotions to further encourage the renewal process.</div>",Announced,2024,National,International Energy Agency,2024-06-26,,https://www.gov.cn/zhengce/202406/content_6959463.htm,,1750778238186,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
UK Rail Deal,<div>A plan earmarking £1.5 billion for rail infrastructure upgrade was announced by the government in 2025. </div>,Announced,2025,National,International Energy Agency,2025-02-03,,https://www.railtech.com/all/2025/02/03/rail-deal-scheme-for-1-5bn-upgrade-of-key-uk-line-unveiled/?gdpr=deny,,1750778238860,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in rail infrastructure"",""category"":null}]"
" ""14th Five-Year Plan"" for new energy storage ",<div>The plan outlines the government's commitment to developing new energy storage using existing funding channels to support the industrialization and application of key technologies and inclusion of new energy storage within the green finance system and the establishment of storage development funds.</div>,Announced,2022,National,International Energy Agency,2022-01-20,,https://www.gov.cn/zhengce/zhengceku/2022-03/22/5680417/files/41a50cec48e84cc4adfca855c3444f6b.pdf,,1750778240372,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Greenabler project- Investment in electricity network,"<div>Bulgaria’s Electricity System Operator (ESO) has secured a €65 million grant from the Ministry of Energy for the first phase of the Greenabler project, which aims to upgrade the national transmission network to fully accommodate renewable energy. Additionally, the Ministry awarded €101 million in grants to three power distribution companies for network modernization. </div>",Announced,2024,National,International Energy Agency,2024-12-26,,https://balkangreenenergynews.com/bulgaria-signs-eur-166-million-in-grants-to-boost-grid-for-renewables/,,1750778240844,"[{""iso3"":""BGR"",""name"":""Bulgaria""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
 Batteries energy storage systems auctions,<div>Brazil is expected to hold an auction in 2025 exclusively to contract batteries and energy storage systems for the electricity sector. </div>,Announced,2025,National,International Energy Agency,2024-09-12,,https://www.cnnbrasil.com.br/economia/macroeconomia/brasil-fara-leilao-para-armazenagem-de-energia-em-baterias-em-2025-diz-ministro/,,1750778242889,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Industry Decarbonization Programme,"<div>The Ministry of Mines and Energy (MME) and the Ministry of Development, Industry, Commerce and Services (MDIC) are preparing a programme for decarbonisation of industry, to be presented in early 2025. The Confederacao Nacional da Industria has prepared an extensive report analysing the experiences of other world regions, including EU, US, Germany and UK. Recommendations for Brazil include providing economic and fiscal incentives, investing in technology and creating specific financing lines.<br>The plan willl focus on 11 sectors: cement, chemicals, steel, aluminum, Portland cement, paper and pulp, glass, lime, textiles, food and aviation. </div>",Announced,2024,National,International Energy Agency,2024-12-01,,https://static.portaldaindustria.com.br/media/filer_public/f6/dd/f6ddbf14-6eea-4c18-a008-7c05b778ec3e/id_248438_descarbonizacao_da_industria_interativo.pdf,,1750778243257,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Framework legislation"",""name"":""Strategic plans"",""category"":null}]"
Anglo-Scottish electricity superhighway,<div>The UK regulator Ofgem announced a £3.4 billion funding package to be awarded to build a new subsea and underground 500km cable between Scotland and Yorkshire.</div>,Announced,2024,National,International Energy Agency,2024-08-13,,https://www.ofgem.gov.uk/press-release/proposed-anglo-scottish-electricity-superhighway-first-clear-final-fast-track-funding-hurdle,,1750778244686,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
CAFE III CO2 standards for light-duty vehicles from 2027 to 2032 phase III,"<div>As of April 2025, the Indian Government is currently drafting new CO2 emissions standards for cars, CAFE III (2027-2032) which have proposed WLTP CO2 emission targets of 91.7 g/km. This standard will be implemented with a super-credit mechanism making it easier for OEMs to reach compliance through electric car sales rather than through conventional ones.</div>",Announced,2027,National,International Energy Agency,2024-06-07,2032,https://beeindia.gov.in/sites/default/files/2024-06/Inviting%20Comments%20on%20Proposal%20of%20Future%20CAFE%20-%20III%20and%20IV.pdf,,1757406012126,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Regulations"",""name"":""Fuel efficiency standards"",""category"":""Light-duty vehicles""}]"
Rail from Kemi to Narvik,"<div>The Finnish government allocated €20 million for an initial track gauge study as part of a long-term project to switch to the standard European gauge, starting with a rail connection from Kemi to Narvik. </div>",Announced,2025,National,International Energy Agency,2025-04-25,,https://yle.fi/a/74-20158077,,1750778252452,"[{""iso3"":""FIN"",""name"":""Finland""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in rail infrastructure"",""category"":null}]"
Order n. 4162/2024 to develop plans for investment in the Electricity Transmission Network ,"<div>The Portuguese government has issued a new order (Despacho n.º 4162/2024), directing REN to develop plans for investment in the Electricity Transmission Network (PDIRT-E) for the period 2024-2033.</div>",Announced,2024,National,International Energy Agency,2024-04-16,2033,https://files.diariodarepublica.pt/2s/2024/04/075000000/0012100124.pdf,,1750778252781,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Turkish rail infrastructure,"<div>Turkey's 2024 rail programme included TL49.4 billion for infrastructure manager's capital expenditure, covering high-speed lines, electrification, signalling, and civil works. Additionally, TL11 billion is allocated for repairing earthquake damage, and TL10.4 billion for vehicle purchases and refurbishments. In 2025, Turkey's rail sector received 305 billion TL (€8.2 billion) in funding.</div>",Announced,2024,National,International Energy Agency,2024-02-12,,https://www.railwaygazette.com/infrastructure/turkish-rail-sector-receives-another-bumper-budget/65905.article,,1750778253041,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in rail infrastructure"",""category"":null}]"
Municipal incentive scheme for wind power expansion,"<div>To encourage municipalities to approve new wind power projects and compensate those that have already hosted such developments, the government proposes financial support equivalent to the property tax revenue generated by wind power in the municipality. The initiative is budgeted at SEK 340 million for 2025.</div>",Announced,2025,National,International Energy Agency,2024-09-13,,https://www.regeringen.se/contentassets/bfe4593f9b0d462f834bc8bbd052a921/budgetpropositionen-for-2025-hela-dokumentet-prop.2024251.pdf,,1750777928805,"[{""iso3"":""SWE"",""name"":""Sweden""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Decree for the incentivisation of electrical and thermal renewables in smaller islands,"<div>The Ministerial Decree of 14 February 2017 defined the energy evolution objectives of the smaller islands, through the development of renewable electrical and thermal sources, defining for each of the 20 smaller islands, 14 of which are in Sicily, the specific electrical and thermal objectives. For renewable electrical sources, photovoltaic and otherwise, there is an all-inclusive “basic tariff” on the energy fed into the grid, and a premium on self-consumption. With regard to the basic tariff, the producer can choose between a fixed tariff, differentiated only by power class and group of islands, and a variable tariff, indexed to the efficient avoided cost for each island, determined annually within certain limits starting from the price of diesel. For thermal renewables, solar thermal systems used for domestic hot water or for solar cooling, and heat pumps dedicated only to the production of domestic hot water in place of electric water heaters, are eligible for incentives. The incentive for thermal RES provides for a one-off remuneration, as a partial reimbursement of the expenditure incurred and differentiated for the various types of systems.</div>",Announced,2020,National,International Energy Agency,2017-02-14,,https://www.gse.it/documenti_site/Documenti%20GSE/Bilanci/Bilancio%20d%20esercizio%20e%20consolidato_GSE_2023.pdf,,1747922267070,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Renewal of freight transport vehicles ,"<div>The measure aims to promote and support the renewal of the fleet of heavy vehicles and LDVs with new low carbon emission vehicles powered by alternative fuels, including methane and LNG. Funding Details:<br><br></div><ul><li><strong>€50 million (2021-2026)</strong>: For the purchase of alternative fuel vehicles (hybrid, electric, CNG, LNG).</li><li><strong>€50 million (2021-2022)</strong>: For the renewal and technological upgrade of the vehicle fleet, including incentives for Euro 6 diesel vehicles and alternative fuel vehicles.</li><li><strong>Additional Support</strong>: €10 million for the purchase of trailers and semi-trailers for combined rail and maritime transport, equipped with innovative safety and energy-saving devices.<br><br></li></ul>",Announced,2021,National,International Energy Agency,2021-11-18,2026,https://www.mit.gov.it/comunicazione/news/autotrasporto_incentivi_acquisto_veicoli_ecologici_rinnovo_mezzi_pesanti,,1748264457509,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Ships""}]"
Incentives for solar PVs,"<div>The Ministerial Decree of 23 June 2016 updated the mechanisms of the Ministerial Decree of 6 July 2012 for incentivizing the production of electricity from plants powered by renewable sources, other than photovoltaic. The Decree included thermodynamic solar plants among the plants eligible for the mechanisms, repealing the Ministerial Decree of 11 April 2008.<br>The plants are incentivized on the basis of the energy fed into the grid: those up to 500 kW with all-inclusive tariffs; those above this threshold with an incentive equal to the difference between a reference tariff and the hourly zonal price of energy. Depending on the power of the plants, access to the incentives is subject to registration in registers or participation in auctions, while in the case of smaller plants access is direct. The competitive procedures (auctions, registers) have made available a total of approximately 1.4 GW of power, of which approximately 1 GW per auction. Law no. 145 of 30 December 2018 allowed access to the incentives of the Ministerial Decree of 23 June 2016 to biogas plants up to 300 kW built by agricultural entrepreneurs with specific requirements in terms of biomass used and self-consumption of the thermal energy produced, providing for a register, for the year 2019, within the limit of the indicative annual cost of €25 million or, alternatively, direct access for plants up to 100 kW. Law no. 21 of 26 February 2021 introduced a third register, for the year 2021, within the limit of the indicative annual cost of an additional €25 million.</div>",Announced,2016,National,International Energy Agency,2012-07-06,,https://www.gse.it/documenti_site/Documenti%20GSE/Rapporti%20delle%20attivit%C3%A0/GSE_Rapporto_Attivit%C3%A0_2021.pdf,,1748264989656,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
National Energy Income Fund,"<div>The National Energy Income Fund is a public incentive, aimed at low-income families, which allows the installation of photovoltaic panels on homes, with a contribution of up to 100% of the expense. The goal is to reduce the cost of bills, thanks to the self-production of electricity. The National Energy Income Fund was established with resolution no. 7 of 17 March 2020 of the Interministerial Committee for Economic Planning and Sustainable Development (CIPESS). On 27 December 2022, the Interministerial Committee for Economic Planning and Sustainable Development finalized the financial structure of the MASE, giving the green light to the transfer of 200 million from the Development and Cohesion Fund which will go to feed the National Energy Income Fund. The GSE is the managing body of the ""National Energy Income Fund"", established with the Ministerial Decree of 8 August 2023.</div>",Announced,2020,National,International Energy Agency,2020-03-17,,https://www.mase.gov.it/notizie/caro-energia-gava-dal-cipess-200-milioni-alle-famiglie-difficolta,,1748267524263,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Decree for thermal renewable energy auctions,"<div>The ministerial decree promotes renewable thermal energy plants through competitive auctions. It offers financial incentives such as fixed tariffs or premiums, subsidies, and green certificates to support the development of technologies like biomass, geothermal, and solar thermal.</div>",Announced,2025,National,International Energy Agency,2025-02-28,,https://www.mase.gov.it/portale/documents/d/guest/2025-02-25_aste_termiche_doc_consultazione-pdf,,1749732374020,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
 Incentive for non-photovoltaic renewable electricity sources,"<div>Through the decree of 23/6/2016, plants are incentivised based on the energy fed into the grid: those up to 1 MW with all-inclusive tariffs; those over 1 MW with an incentive equal to the difference between a reference tariff and the hourly zonal price of energy. Depending on the power of the plants, access to incentives is subject to the plants being registered in registers or participating in competitive auctions, while in the case of smaller plants access is direct. The competitive procedures (auctions, registers) are carried out in three different sessions, making approximately 5.4 GW of power available, of which 2.5 GW in auctions. </div>",Announced,2016,National,International Energy Agency,2016-06-23,,https://www.gse.it/documenti_site/Documenti%20GSE/Rapporti%20delle%20attivit%C3%A0/GSE_Rapporto_Attivit%C3%A0_2021.pdf,,1748353302654,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
